R1,R2,R3,R4,R5,R6,R7,R8,d,Wf,F1,F2,F3,BW1,BW2,BW3
0.949816047538945,1.2675740252288659,2.103305278371609,2.7826005593197918,3.136241666632517,3.669081197683559,4.05648941734926,5.479967464402564,0.4747692053411635,1.1463971814114833,26.961350867074533,29.190092131139664,31.042084998961002,0.8482068451350646,1.0539750132030044,0.7510099387892202
1.1802857225639665,1.3114361356127835,1.8098347665835206,2.6950033437836027,3.0286847555390604,3.718672558876549,4.228350966735791,4.956996573364933,0.46410712751859134,1.5800405365210648,26.84767848242364,29.501801582051,31.21362122734548,0.8560615168866395,1.066064815011327,0.7594490332544148
1.092797576724562,1.2708041937106986,1.808849420611599,2.5413005634008257,3.163851557958093,3.5001871595169995,4.07410814215333,4.900439831918781,0.6318859007371753,1.5748828718826977,26.93270778287695,29.54524915576887,31.192175092567986,0.8624062775569227,1.0721315134476876,0.7695285189003455
1.0394633936788147,1.2354810135028222,1.9294440876598167,2.518614232515062,3.1244869980253576,3.6499496398427995,4.111457225246014,5.570783957979462,0.48802575326374115,1.1485789858428632,26.9049105164555,29.373396062263488,31.052782015507997,0.8481931657545533,1.054494543745422,0.7505813636393536
0.8624074561769747,1.2482543484402402,1.9954572761618663,2.5398812918983396,3.2708482558940037,3.6286983932574994,4.087483920129434,4.886435647501125,0.6142500309119409,1.2088311732863923,27.051747648547906,29.34245650594433,31.00271257998447,0.8539381716282304,1.0601824081418527,0.7637419569647791
0.8623978081344811,1.3843115072130903,2.1081629671231172,2.7098614124724727,3.242311699781076,3.733132150715308,4.0731351119475265,5.182792856085751,0.5589261742214272,1.537333444524331,27.063857847608276,29.305675629525368,31.09183714938289,0.8593889097024989,1.0678658731525674,0.7648021103618741
0.8232334448672798,1.282533487362317,2.0733181506426024,2.6645482444281656,3.145837491279016,3.762434824192504,4.330284380624267,5.268450983034641,0.46557130392175394,1.5799733325376646,27.143029493873353,29.351290782925293,31.149830854443646,0.8543614176480809,1.0654940581112344,0.759743753194081
1.146470458309974,1.3457079444192301,1.9783610825506994,2.474078227146987,3.087157021701996,3.4048627085909544,4.1142830270643564,5.23309953672595,0.6410896382876135,1.2660634617016264,26.79845464270658,29.388046549970877,31.157499484852323,0.8563524979250376,1.0649785585427196,0.764401811515568
1.0404460046972834,1.4013669083419429,1.9094506665126665,2.4696437341336335,3.3952143864622366,3.669607967623517,4.37084951274578,4.868825725626355,0.4993922333983785,1.1925982273845388,26.846134949562746,29.410532201203075,30.924929803104167,0.8491016215603072,1.0525326198014855,0.7545249095321801
1.0832290311184183,1.4761579314517461,2.1988498000630847,2.439358259885359,3.181600648478446,3.4207343196478917,4.387970610138077,4.845621531202895,0.6219290690705213,1.3156564079509252,26.806580689135778,29.278224558379428,31.120521136011384,0.8547350144843905,1.0647424538361117,0.7634883188177473
0.808233797718321,1.2157248559364395,1.9704725208943894,2.664121087880535,3.275309694312095,3.619543466030942,4.228504187974839,4.884386741968829,0.48376200115691287,1.4126615238194409,27.149656943246008,29.369943639824047,31.062236026728286,0.8506903549598294,1.0617645975750598,0.7566477094095628
1.1879639408647977,1.519764159563617,1.9805548097318704,2.7057490648886944,3.0562211870313445,3.5150530916174714,4.057200449066291,5.26847014709809,0.6207885764283706,1.164084709224988,26.674954898218502,29.290402234004077,31.11655976708008,0.8541436311221441,1.0580732138746463,0.7611284594565236
1.1329770563201687,1.4511601557963631,1.8654495284766677,2.5060185713300016,3.194235879863759,3.5227106398088566,4.149819297351833,5.235475910107457,0.4526457625810588,1.4418839047714438,26.803135412687915,29.48906619840764,31.131397987509633,0.8515524079911168,1.061672074425522,0.7563821346908238
0.8849356442713104,1.2327036127795488,2.117923819499972,2.408377984412365,3.011014687947786,3.5411834013809425,4.319092905339286,4.986992633629395,0.5523560913138962,1.0309944142687846,27.00488382806785,29.26615577621642,31.096387903235392,0.8478683740809123,1.0534998280724508,0.7529513636651199
0.8727299868828403,1.5494314496427108,2.0774728903125954,2.432868666990571,3.2021820471641798,3.648516979619844,4.146956291478828,5.310219313476473,0.6038885158843114,1.0295766956586498,26.888097414952085,29.28077503732518,30.977477462638866,0.8492065234086711,1.0556324807364892,0.7582438804775989
0.8733618039413735,1.5683489602127254,1.8883078451155042,2.787144013938012,3.385606962847081,3.5336199862675075,4.034806887321116,5.456054001644519,0.6369591034985567,1.2317726230873272,26.919239371080096,29.336614001047675,30.971170224769413,0.8556655157945359,1.0597797147695172,0.7631463507079829
0.9216968971838151,1.2244311839419455,1.832952418246337,2.518177910990968,3.15368268519432,3.6930796202361122,4.222713964371275,4.833263167877274,0.6318404272412974,1.2120839152364324,27.014418530761855,29.445797265657156,31.04650114451976,0.8562249089940309,1.0630025239585994,0.7628819233014742
1.0099025726528952,1.3107510592588816,2.0721997208298855,2.707689259135253,3.0155984050299645,3.5618109542295477,4.338048340598414,5.198503954838434,0.6139249739095289,1.1893799292202913,26.90575131731128,29.24175240165291,31.13515782925875,0.8550656290505108,1.0595006601283052,0.7620150179066575
0.9727780074568463,1.5224805119172247,2.0618044857124542,2.6498654275417053,3.0123823163677375,3.4273412801239833,4.318370554857402,5.351448329682152,0.6276382699322609,1.2946118576013461,26.872811694334608,29.292224415566142,31.196860740467326,0.857257927531044,1.064630454272084,0.7635724221691274
0.9164916560792168,1.4993038761534634,1.909303810799284,2.5527758558611584,3.1551947039787476,3.713503936993643,4.070049256052141,5.00184954165575,0.4898439371674153,1.1924401493869428,26.905316873728378,29.387070449966448,31.03745929070595,0.8494978336271467,1.0561080357489874,0.7535563912247678
1.0447411578889518,1.2738084077425509,2.1803454249001644,2.482274904878222,3.064009974585278,3.5143033298370825,4.269105845764987,5.046216724234519,0.5068368591423458,1.1153547510808552,26.877518744278678,29.226116531472453,31.099024198575776,0.8480463350021936,1.0528574198125003,0.7535273338086639
0.8557975442608168,1.2837397293346842,1.8604231567123601,2.4485545672637623,3.0093408385312745,3.573106751839705,4.088201705374259,5.290910322391507,0.5077937049842117,1.1856817294531605,27.0385955335036,29.446762427754255,31.137222343638342,0.8483558641843156,1.056542660035315,0.7534563958043158
0.9168578594140873,1.3481888411165528,1.9729339204170409,2.6460051872155463,3.3024854455800705,3.6741775532887604,4.087283013820869,5.518348234754989,0.5254107862003398,1.5849425636861412,27.043691932088493,29.41813414128591,31.08993542997227,0.8576888885303283,1.0681792151176854,0.7632775501085892
0.9465447373174767,1.3938091940764086,2.1774463680670397,2.709853512255115,3.183409203552756,3.5329824628594846,4.349628709322074,5.447939536242319,0.5286641340770377,1.2466680501969092,26.934869114010546,29.193138048588494,31.076557459781732,0.8499637015505822,1.0564752296896507,0.7567787576352115
0.9824279936868143,1.4473019086121184,1.967890926770449,2.6575617014164523,3.1156979087890617,3.4226342624586863,4.099867581096092,5.266504175279667,0.5589110649309351,1.2668276661150015,26.88700511718352,29.33707183515652,31.13754935651288,0.8531739675784554,1.0615290145062153,0.7579151586664727
1.1140703845572055,1.3475654558279089,2.055410379065634,2.6121208532996634,3.360033273206592,3.5495684188051255,4.105298938607205,5.384177374205799,0.4819759526732883,1.345926993970684,26.840183848393874,29.318694317230452,31.014450358094862,0.8521294381322995,1.0588818029630358,0.7581547338284849
0.8798695128633439,1.385013886453259,1.9590377591851178,2.4167804893726546,3.0464555840802103,3.777779433077721,4.00026135630452,5.091857976166239,0.5882493327571978,1.590004461048536,27.059434305039595,29.495237271544333,31.197772009355884,0.8618978459435416,1.0703756136790057,0.7656877557429101
1.0056937753654447,1.4989883752535027,1.909686080939468,2.7873955110377535,3.3823675315821276,3.656693758919423,4.348267613650207,5.312772422479006,0.4835133078609013,1.1449607658614578,26.825563686263973,29.303935044289688,30.923019530873578,0.8484768900361934,1.053286289422243,0.7506119098851961
1.036965827544817,1.214673281156239,2.1935910591839316,2.71948567666183,3.125586686950941,3.6685916594668826,4.317037925283654,5.172945272902045,0.5120616964209095,1.4087692663194604,26.96504188016815,29.220145716853693,31.12530655875687,0.8534755849036357,1.0630177825717475,0.7602133136873472
