iter	RMSE
0	0.005110461433
1	0.004976518565
2	0.004857883105
3	0.004759857999
4	0.004637995537
5	0.004534801983
6	0.00444136803
7	0.004338385371
8	0.004228758318
9	0.004129964197
10	0.004030273526
11	0.003938230625
12	0.003847266243
13	0.003754910517
14	0.003670228116
15	0.003583778955
16	0.003512421765
17	0.00343779962
18	0.003369798013
19	0.003288874705
20	0.003218584896
21	0.003157434947
22	0.003074566723
23	0.00299771229
24	0.002935483166
25	0.002877060869
26	0.002819739145
27	0.002763897005
28	0.002709203165
29	0.002655503565
30	0.002604667374
31	0.002558267199
32	0.002508139083
33	0.00245988974
34	0.002408918453
35	0.002366186451
36	0.002316938208
37	0.002264344741
38	0.002223785869
39	0.002172902898
40	0.002122201153
41	0.002074953241
42	0.0020358289
43	0.002003975326
44	0.00196295207
45	0.00192989048
46	0.001897110362
47	0.001863602288
48	0.001830608711
49	0.001801349658
50	0.001770604132
51	0.001742079733
52	0.001718774128
53	0.00169411848
54	0.001667707984
55	0.00164183501
56	0.001614472785
57	0.001589249156
58	0.001570459055
59	0.001550253972
60	0.001526302416
61	0.001502495623
62	0.001486850332
63	0.001464393363
64	0.001449458834
65	0.001431365327
66	0.001414570301
67	0.001395048801
68	0.001377584885
69	0.001364445332
70	0.001348255553
71	0.001333948671
72	0.001318223504
73	0.001303877418
74	0.00128921909
75	0.001273439592
76	0.001260329836
77	0.001248822263
78	0.001235849215
79	0.001223461633
80	0.001211606961
81	0.001200001897
82	0.001188166092
83	0.001177694929
84	0.001168335977
85	0.001158131439
86	0.001149986679
87	0.001139252489
88	0.001131761803
89	0.001124327633
90	0.001115182608
91	0.001107452302
92	0.001100818675
93	0.001093359441
94	0.001086838118
95	0.001081541956
96	0.001073821098
97	0.001067818586
98	0.001061407241
99	0.001056556629
100	0.001050124795
101	0.001043453416
102	0.001038235562
103	0.001033357194
104	0.00102769009
105	0.001022684038
106	0.001018578739
107	0.001013586234
108	0.001008862148
109	0.001004515676
110	0.001001671861
111	0.0009971845527
112	0.0009933109406
113	0.0009894079034
114	0.0009859481392
115	0.0009823741587
116	0.0009782245643
117	0.000974597344
118	0.000970631049
119	0.0009672704343
120	0.0009639414437
121	0.0009609765672
122	0.0009574070965
123	0.0009544754608
124	0.0009514176406
125	0.0009481802307
126	0.0009450563996
127	0.0009424357605
128	0.0009395448212
129	0.0009361458211
130	0.0009326850044
131	0.0009294236003
132	0.0009265398677
133	0.0009238943198
134	0.000920579708
135	0.0009186762781
136	0.000915747303
137	0.0009133212824
138	0.0009097114055
139	0.0009074339898
140	0.0009050984075
141	0.0009015212172
142	0.0008990386113
143	0.0008965376051
144	0.0008942972813
145	0.0008908354982
146	0.0008888043148
147	0.0008870954528
148	0.0008853280958
149	0.0008833106638
150	0.0008812080326
151	0.000878978478
152	0.0008773024584
153	0.0008749684539
154	0.0008725145738
155	0.0008698162306
156	0.0008671214829
157	0.0008653081723
158	0.0008625227357
159	0.0008602919514
160	0.0008589085692
161	0.000857270405
162	0.0008547145779
163	0.000851793435
164	0.0008497647892
165	0.0008480843213
166	0.0008459422412
167	0.0008440839113
168	0.0008426415484
169	0.0008400462275
170	0.000837888325
171	0.0008359429711
172	0.0008334402624
173	0.000831114465
174	0.0008280342756
175	0.00082549919
176	0.0008237981358
177	0.0008218503177
178	0.0008203269742
179	0.0008182897136
180	0.0008164000052
181	0.0008150247687
182	0.0008128656885
183	0.0008110261481
184	0.0008085248069
185	0.0008068072164
186	0.0008054318192
187	0.0008037728123
188	0.0008016568971
189	0.0007990291013
190	0.0007969701881
191	0.000795290982
192	0.0007933937375
193	0.0007899732179
194	0.0007882020176
195	0.0007858949326
196	0.000784064288
197	0.0007829954667
198	0.0007817390249
199	0.0007792047169
200	0.0007775316726
201	0.0007758894319
202	0.0007744343224
203	0.000772680175
204	0.0007712451001
205	0.0007690324802
206	0.0007677621379
207	0.0007659777797
208	0.0007646220489
209	0.0007626100208
210	0.0007613576875
211	0.0007599596518
212	0.0007587852085
213	0.0007578241066
214	0.0007574646107
215	0.0007553579316
216	0.0007530447136
217	0.0007520384513
218	0.0007507449694
219	0.0007499573839
220	0.000748797081
221	0.0007468682329
222	0.0007448788937
223	0.0007438154781
224	0.0007431780605
225	0.000742723791
226	0.0007413691189
227	0.0007410100345
228	0.0007390957082
229	0.0007371098451
230	0.0007350078668
231	0.0007346778031
232	0.0007339467732
233	0.0007320376333
234	0.0007305756198
235	0.0007282331117
236	0.0007279719756
237	0.0007253778706
238	0.0007239127634
239	0.0007215661727
240	0.0007193728124
241	0.000717654352
242	0.0007154767771
243	0.0007134751254
244	0.0007131746192
245	0.0007119724871
246	0.0007113479287
247	0.0007111011161
248	0.0007107060045
249	0.0007103342833
250	0.000710079021
251	0.0007080261897
252	0.0007077956959
253	0.0007069712402
254	0.000705364688
255	0.00070480205
256	0.0007024238595
257	0.0007007712126
258	0.0007002718839
259	0.0007000675201
260	0.0006998631206
261	0.0006995876575
262	0.0006989343183
263	0.0006986648826
264	0.0006984275565
265	0.0006961695809
266	0.0006959325371
267	0.0006948546237
268	0.0006928640652
269	0.0006906940399
270	0.0006904307243
271	0.0006901972535
272	0.0006880483915
273	0.0006875675249
274	0.0006865530037
275	0.0006863519404
276	0.0006845437499
277	0.0006829161146
278	0.0006826491859
279	0.0006813410148
280	0.0006811331467
281	0.0006797943666
282	0.0006795800567
283	0.0006793865085
284	0.0006780545987
285	0.0006761659878
286	0.0006741803117
287	0.0006719325318
288	0.0006714004698
289	0.0006693706599
290	0.0006691521192
291	0.0006670354981
292	0.0006652805902
293	0.0006629767425
294	0.0006627837412
295	0.000661666807
296	0.0006607975041
297	0.0006601586559
298	0.0006587953732
299	0.0006570121075
300	0.0006551773057
301	0.0006549460463
302	0.0006547388297
303	0.0006533959892
304	0.0006515714744
305	0.000649714882
306	0.0006492763129
307	0.0006488027535
308	0.0006486401983
309	0.0006470472114
310	0.0006468611305
311	0.0006444241318
312	0.0006442700234
313	0.0006441063766
314	0.0006435757379
315	0.0006421238155
316	0.0006419732112
317	0.0006418052614
318	0.0006409780718
319	0.0006396937485
320	0.0006395151275
321	0.0006375822623
322	0.0006374493439
323	0.0006368391785
324	0.0006348026034
325	0.0006346319343
326	0.0006344986323
327	0.0006343740754
328	0.0006325985535
329	0.0006312204622
330	0.0006292806926
331	0.0006291195304
332	0.0006274596539
333	0.000626873908
334	0.000626678354
335	0.0006259572783
